"Total Arrestees by Weapon Type"
"Current date: 11/21/2011 3:10:59 PM (Central Standard Time)"
,"Measures","Number of Arrestees","Estimated Population","Arrestee Rate (per 1,000)",
"Jurisdiction","Arrest Date"
,"2006","5,800","77860","74.49"
,"2007","6,363","80420","79.12"
,"2008","6,388","81938","77.96"
,"2009","6,659","84302","78.99"
,"2010","5,910","80956","73.00"
"Montgomery","2001","6,082","135712","44.82"
,"2002","5,087","136811","37.18"
,"2003","5,799","138915","41.74"
,"2004","6,955","141464","49.16"
,"2005","8,286","147789","56.07"
,"2006","8,525","148333","57.47"
,"2007","8,855","154860","57.18"
,"2008","8,250","154756","53.31"
,"2009","8,563","160978","53.19"
,"2010","8,196","172331","47.56"
"Moore","2001","206","5789","35.58"
,"2002","144","5911","24.36"
,"2003","150","5857","25.61"
,"2004","170","5923","28.70"
,"2005","146","5982","24.41"
,"2006","131","5985","21.89"
,"2007","150","6043","24.82"
,"2008","141","6195","22.76"
,"2009","201","6096","32.97"
,"2010","177","6362","27.82"
"Putnam","2001","5,532","63227","87.49"
,"2002","5,457","64205","84.99"
,"2003","5,299","65036","81.48"
,"2004","4,994","66037","75.62"
,"2005","4,131","67124","61.54"
,"2006","5,331","68834","77.45"
,"2007","5,542","69933","79.25"
,"2008","6,048","71160","84.99"
,"2009","5,575","72431","76.97"
,"2010","5,109","72321","70.64"
"Robertson","2001","1,973","55962","35.26"
,"2002","2,008","56954","35.26"
,"2003","3,507","57874","60.60"
,"2004","3,006","58871","51.06"
,"2005","3,569","60019","59.46"
,"2006","3,568","61928","57.62"
,"2007","3,799","63652","59.68"
,"2008","3,810","64898","58.71"
,"2009","3,347","66581","50.27"
,"2010","2,873","66283","43.34"
"Rutherford","2001","6,331","189690","33.38"
,"2002","8,593","196074","43.83"
,"2003","10,556","202672","52.08"
,"2004","11,382","210774","54.00"
,"2005","13,194","219976","59.98"
,"2006","13,975","231510","60.36"
,"2007","18,498","242005","76.44"
,"2008","16,775","249270","67.30"
,"2009","13,802","257048","53.69"
,"2010","13,064","262604","49.75"
"Sequatchie","2001","628","11540","54.42"
,"2002","658","11772","55.90"
,"2003","667","12044","55.38"
,"2004","349","12362","28.23"
,"2005","582","12710","45.79"
,"2006","612","13125","46.63"
,"2007","656","13464","48.72"
,"2008","758","13580","55.82"
,"2009","876","13915","62.95"
,"2010","731","14112","51.80"
