"Total Arrestees by Weapon Type"
"Current date: 11/21/2011 3:10:59 PM (Central Standard Time)"
,"Measures","Number of Arrestees","Estimated Population","Arrestee Rate (per 1,000)",
"Jurisdiction","Arrest Date"
,"2005","2,852","31294","91.14"
,"2006","2,557","31399","81.44"
,"2007","2,661","31517","84.43"
,"2008","2,306","31770","72.58"
,"2009","1,990","31876","62.43"
,"2010","2,071","32330","64.06"
"Hickman","2001","768","22703","33.83"
,"2002","830","23050","36.01"
,"2003","881","23066","38.19"
,"2004","741","23377","31.70"
,"2005","790","23365","33.81"
,"2006","859","23518","36.53"
,"2007","1,053","23784","44.27"
,"2008","898","23841","37.67"
,"2009","760","23805","31.93"
,"2010","850","24690","34.43"
"Houston","2001","308","8031","38.35"
,"2002","302","7985","37.82"
,"2003","255","8000","31.88"
,"2004","330","7879","41.88"
,"2005","336","7939","42.32"
,"2006","308","7936","38.81"
,"2007","460","8053","57.12"
,"2008","566","8137","69.56"
,"2009","394","8154","48.32"
,"2010","377","8426","44.74"
"Humphreys","2001","1,079","18038","59.82"
,"2002","1,243","17935","69.31"
,"2003","1,385","17902","77.37"
,"2004","1,624","17842","91.02"
,"2005","1,567","17904","87.52"
,"2006","1,315","18098","72.66"
,"2007","1,274","18258","69.78"
,"2008","1,108","18149","61.05"
,"2009","1,012","18274","55.38"
,"2010","868","18538","46.82"
"Lake","2001","257","7955","32.31"
,"2002","261","7882","33.11"
,"2003","279","7829","35.64"
,"2004","386","7616","50.68"
,"2005","329","7511","43.80"
,"2006","386","7454","51.78"
,"2007","262","7412","35.35"
,"2008","322","7323","43.97"
,"2009","299","7303","40.94"
,"2010","326","7832","41.62"
"Lauderdale","2001","3,203","27166","117.90"
,"2002","2,741","27075","101.24"
,"2003","2,712","26907","100.79"
,"2004","2,302","26637","86.42"
,"2005","1,960","26587","73.72"
,"2006","2,007","26582","75.50"
,"2007","1,947","26599","73.20"
,"2008","1,861","26692","69.72"
,"2009","1,882","26471","71.10"
,"2010","1,671","27815","60.08"
"Lawrence","2001","856","39993","21.40"
,"2002","2,209","40492","54.55"
,"2003","2,763","40464","68.28"
,"2004","2,663","40484","65.78"
,"2005","3,231","40641","79.50"
,"2006","2,924","40595","72.03"
,"2007","2,882","40884","70.49"
,"2008","2,794","40954","68.22"
,"2009","2,669","41314","64.60"
,"2010","2,674","41869","63.87"
"Lewis","2001","573","11393","50.29"
,"2002","564","11393","49.50"
,"2003","618","11398","54.22"
,"2004","628","11372","55.22"
,"2005","492","11333","43.41"
,"2006","446","11436","39.00"
,"2007","676","11528","58.64"
,"2008","763","11564","65.98"
,"2009","761","11521","66.05"
,"2010","831","12161","68.33"
"Madison","2001","6,361","92972","68.42"
,"2002","6,029","93483","64.49"
,"2003","5,507","93710","58.77"
,"2004","5,637","94208","59.84"
,"2005","6,409","94893","67.54"
,"2006","6,801","96182","70.71"
,"2007","7,090","96616","73.38"
,"2008","7,222","96376","74.94"
,"2009","7,459","97317","76.65"
,"2010","7,016","98294","71.38"
"McNairy","2001","528","24587","21.47"
,"2002","532","24581","21.64"
,"2003","1,142","24726","46.19"
,"2004","1,603","24834","64.55"
,"2005","1,541","25038","61.55"
,"2006","1,323","25318","52.26"
,"2007","885","25398","34.85"
,"2008","911","25724","35.41"
,"2009","1,036","25796","40.16"
,"2010","881","26075","33.79"
"Obion","2001","1,148","32300","35.54"
,"2002","1,941","32229","60.23"
,"2003","1,930","32155","60.02"
,"2004","1,592","32090","49.61"
,"2005","1,932","31860","60.64"
,"2006","2,667","31618","84.35"
,"2007","2,524","31575","79.94"
,"2008","2,071","31375","66.01"
,"2009","1,624","31431","51.67"
,"2010","1,546","31807","48.61"
"Perry","2001","189","7497","25.21"
,"2002","190","7543","25.19"
,"2003","240","7620","31.50"
,"2004","243","7594","32.00"
,"2005","165","7587","21.75"
,"2006","226","7607","29.71"
,"2007","359","7678","46.76"
,"2008","258","7753","33.28"
,"2009","197","7826","25.17"
,"2010","299","7915","37.78"
"Shelby","2001","43,279","899543","48.11"
,"2002","39,986","902605","44.30"
,"2003","40,959","906280","45.19"
,"2004","46,154","908922","50.78"
,"2005","47,468","912418","52.02"
,"2006","46,713","919179","50.82"
,"2007","50,539","919964","54.94"
,"2008","54,199","906825","59.77"
,"2009","60,254","920232","65.48"
,"2010","60,909","927644","65.66"
"Stewart","2001","612","12555","48.75"
,"2002","359","12679","28.31"
,"2003","438","12717","34.44"
,"2004","586","12669","46.25"
,"2005","570","12870","44.29"
,"2006","683","12886","53.00"
,"2007","888","13037","68.11"
,"2008","805","13226","60.86"
,"2009","743","13340","55.70"
,"2010","651","13324","48.86"
"Tipton","2001","1,186","52517","22.58"
,"2002","3,148","53064","59.32"
,"2003","2,949","53575","55.04"
,"2004","3,253","53942","60.31"
,"2005","3,228","55202","58.48"
,"2006","3,133","56460","55.49"
,"2007","3,083","57719","53.41"
,"2008","3,425","58706","58.34"
,"2009","3,460","59495","58.16"
,"2010","3,332","61081","54.55"
"Wayne","2001","195","17029","11.45"
,"2002","325","16965","19.16"
,"2003","386","16845","22.91"
,"2004","437","16761","26.07"
,"2005","501","16696","30.01"
,"2006","606","16664","36.37"
,"2007","840","16575","50.68"
,"2008","995","16614","59.89"
,"2009","1,050","16506","63.61"
,"2010","796","17021","46.77"
"Weakley","2001","2,137","34351","62.21"
,"2002","1,915","34208","55.98"
,"2003","1,860","33944","54.80"
,"2004","2,154","33544","64.21"
,"2005","2,562","33542","76.38"
,"2006","2,486","33336","74.57"
,"2007","2,500","33231","75.23"
,"2008","2,585","33375","77.45"
,"2009","2,467","33459","73.73"
,"2010","2,417","35021","69.02"
