"Total Arrestees by Weapon Type"
"Current date: 11/21/2011 3:00:46 PM (Central Standard Time)"
,"Measures","Number of Arrestees","Number of Incidents","Estimated Population","Arrestee Rate (per 1,000)",
,"Arrestee Armed With","Firearm","Firearm","Firearm","Firearm",
"Jurisdiction","Arrest Date"
"Gibson","2001","31","29","47999","0.65"
,"2002","35","31","47908","0.73"
,"2003","43","38","47690","0.90"
,"2004","33","31","47792","0.69"
,"2005","18","18","47856","0.38"
,"2006","11","10","48022","0.23"
,"2007","13","13","48435","0.27"
,"2008","13","12","49257","0.26"
,"2009","17","14","49468","0.34"
,"2010","11","10","49683","0.22"
"Hardeman","2001","35","30","28127","1.24"
,"2002","25","25","28071","0.89"
,"2003","24","22","27887","0.86"
,"2004","24","24","27803","0.86"
,"2005","16","16","27795","0.58"
,"2006","19","15","27779","0.68"
,"2007","19","18","27805","0.68"
,"2008","17","17","27848","0.61"
,"2009","10","8","27613","0.36"
,"2010","4","4","27253","0.15"
"Hardin","2001","15","14","25766","0.58"
,"2002","28","27","25811","1.08"
,"2003","13","13","25718","0.51"
,"2004","22","20","25598","0.86"
,"2005","24","22","25811","0.93"
,"2006","31","29","25990","1.19"
,"2007","19","19","26149","0.73"
,"2008","23","22","26227","0.88"
,"2009","29","25","26258","1.10"
,"2010","14","8","26026","0.54"
"Haywood","2001","5","4","19844","0.25"
,"2002","3","3","19547","0.15"
,"2003","3","3","19472","0.15"
,"2004","18","15","19590","0.92"
,"2005","7","7","19402","0.36"
,"2006","7","7","19299","0.36"
,"2007","3","3","19165","0.16"
,"2008","14","13","19024","0.74"
,"2009","18","16","18881","0.95"
,"2010","24","23","18787","1.28"
"Henderson","2001","27","25","25661","1.05"
,"2002","26","19","25767","1.01"
,"2003","3","3","25832","0.12"
,"2004","23","21","25892","0.89"
,"2005","26","21","26137","0.99"
,"2006","22","20","26523","0.83"
,"2007","37","34","26759","1.38"
,"2008","34","33","26916","1.26"
,"2009","19","19","27037","0.70"
,"2010","18","17","27769","0.65"
"Henry","2001","13","13","31169","0.42"
,"2002","11","11","31258","0.35"
,"2003","11","9","31052","0.35"
,"2004","8","7","31077","0.26"
,"2005","14","14","31294","0.45"
,"2006","2","2","31399","0.06"
,"2007","4","4","31517","0.13"
,"2008","1","1","31770","0.03"
,"2009","1","1","31876","0.03"
,"2010","","","32330",""
"Hickman","2001","4","4","22703","0.18"
,"2002","14","13","23050","0.61"
,"2003","6","5","23066","0.26"
,"2004","1","1","23377","0.04"
,"2005","2","2","23365","0.09"
,"2006","3","3","23518","0.13"
,"2007","6","6","23784","0.25"
,"2008","7","7","23841","0.29"
,"2009","2","2","23805","0.08"
,"2010","4","4","24690","0.16"
"Houston","2001","5","5","8031","0.62"
,"2002","2","1","7985","0.25"
,"2003","7","7","8000","0.88"
,"2004","7","7","7879","0.89"
,"2005","8","8","7939","1.01"
,"2006","2","2","7936","0.25"
,"2007","7","7","8053","0.87"
,"2008","3","3","8137","0.37"
,"2009","3","3","8154","0.37"
,"2010","2","2","8426","0.24"
"Humphreys","2001","5","5","18038","0.28"
,"2002","12","12","17935","0.67"
,"2003","10","10","17902","0.56"
,"2004","11","8","17842","0.62"
,"2005","5","5","17904","0.28"
,"2006","10","9","18098","0.55"
,"2007","3","3","18258","0.16"
,"2008","5","5","18149","0.28"
,"2009","3","3","18274","0.16"
,"2010","7","7","18538","0.38"
"Lake","2001","3","3","7955","0.38"
,"2002","5","5","7882","0.63"
,"2003","1","1","7829","0.13"
,"2004","6","6","7616","0.79"
,"2005","1","1","7511","0.13"
,"2006","7","7","7454","0.94"
,"2007","4","4","7412","0.54"
,"2008","5","5","7323","0.68"
,"2009","8","8","7303","1.10"
,"2010","1","1","7832","0.13"
"Lauderdale","2001","17","13","27166","0.63"
,"2002","11","9","27075","0.41"
,"2003","12","11","26907","0.45"
,"2004","17","16","26637","0.64"
,"2005","13","12","26587","0.49"
,"2006","19","15","26582","0.71"
,"2007","10","10","26599","0.38"
,"2008","7","7","26692","0.26"
,"2009","5","4","26471","0.19"
,"2010","3","3","27815","0.11"
"Lawrence","2001","15","13","39993","0.38"
,"2002","17","17","40492","0.42"
,"2003","20","20","40464","0.49"
,"2004","17","16","40484","0.42"
,"2005","25","24","40641","0.62"
,"2006","15","14","40595","0.37"
,"2007","8","8","40884","0.20"
,"2008","3","3","40954","0.07"
,"2009","2","2","41314","0.05"
,"2010","11","9","41869","0.26"
"Lewis","2001","14","11","11393","1.23"
,"2002","17","16","11393","1.49"
,"2003","37","21","11398","3.25"
,"2004","7","7","11372","0.62"
,"2005","10","10","11333","0.88"
,"2006","7","7","11436","0.61"
,"2007","5","4","11528","0.43"
,"2008","","","11564",""
,"2009","5","5","11521","0.43"
,"2010","1","1","12161","0.08"
"Madison","2001","66","56","92972","0.71"
,"2002","36","36","93483","0.39"
,"2003","22","20","93710","0.23"
,"2004","34","32","94208","0.36"
,"2005","41","36","94893","0.43"
,"2006","38","33","96182","0.40"
,"2007","27","27","96616","0.28"
,"2008","41","37","96376","0.43"
,"2009","37","32","97317","0.38"
,"2010","47","41","98294","0.48"
"McNairy","2001","2","2","24587","0.08"
,"2002","7","7","24581","0.28"
,"2003","10","10","24726","0.40"
,"2004","19","19","24834","0.77"
,"2005","8","8","25038","0.32"
,"2006","9","9","25318","0.36"
,"2007","13","13","25398","0.51"
,"2008","8","5","25724","0.31"
,"2009","6","6","25796","0.23"
,"2010","3","3","26075","0.12"
"Obion","2001","27","24","32300","0.84"
,"2002","28","22","32229","0.87"
,"2003","24","22","32155","0.75"
,"2004","17","16","32090","0.53"
,"2005","12","10","31860","0.38"
,"2006","18","16","31618","0.57"
,"2007","16","12","31575","0.51"
,"2008","15","14","31375","0.48"
,"2009","3","3","31431","0.10"
,"2010","8","8","31807","0.25"
"Perry","2001","2","2","7497","0.27"
,"2002","1","1","7543","0.13"
,"2003","6","4","7620","0.79"
,"2004","1","1","7594","0.13"
,"2005","2","2","7587","0.26"
,"2006","1","1","7607","0.13"
,"2007","5","5","7678","0.65"
,"2008","2","1","7753","0.26"
,"2009","1","1","7826","0.13"
,"2010","1","1","7915","0.13"
"Shelby","2001","1,796","1,566","899543","2.00"
,"2002","1,677","1,483","902605","1.86"
,"2003","1,596","1,416","906280","1.76"
,"2004","1,449","1,279","908922","1.59"
,"2005","1,575","1,337","912418","1.73"
,"2006","1,331","1,184","919179","1.45"
,"2007","1,591","1,420","919964","1.73"
,"2008","1,806","1,546","906825","1.99"
,"2009","1,719","1,442","920232","1.87"
,"2010","1,557","1,332","927644","1.68"
"Stewart","2001","5","5","12555","0.40"
,"2002","3","3","12679","0.24"
,"2003","4","4","12717","0.31"
,"2004","4","4","12669","0.32"
,"2005","8","5","12870","0.62"
,"2006","4","4","12886","0.31"
,"2007","1","1","13037","0.08"
,"2008","5","4","13226","0.38"
,"2009","1","1","13340","0.07"
,"2010","2","2","13324","0.15"
"Tipton","2001","41","36","52517","0.78"
,"2002","40","37","53064","0.75"
,"2003","46","34","53575","0.86"
,"2004","41","40","53942","0.76"
,"2005","47","41","55202","0.85"
,"2006","33","29","56460","0.58"
,"2007","29","27","57719","0.50"
,"2008","33","31","58706","0.56"
,"2009","21","17","59495","0.35"
,"2010","6","6","61081","0.10"
"Wayne","2001","2","2","17029","0.12"
,"2002","4","4","16965","0.24"
,"2003","3","3","16845","0.18"
,"2004","7","7","16761","0.42"
,"2005","5","3","16696","0.30"
,"2006","1","1","16664","0.06"
,"2007","2","2","16575","0.12"
,"2008","3","3","16614","0.18"
,"2009","11","11","16506","0.67"
,"2010","11","11","17021","0.65"
"Weakley","2001","11","11","34351","0.32"
,"2002","9","9","34208","0.26"
,"2003","13","11","33944","0.38"
,"2004","16","14","33544","0.48"
,"2005","14","14","33542","0.42"
,"2006","7","7","33336","0.21"
,"2007","4","4","33231","0.12"
,"2008","6","6","33375","0.18"
,"2009","5","5","33459","0.15"
,"2010","7","7","35021","0.20"
