County,Year,Estimated Population,Labor Force,Employed,Unemployed,Handgun Crimes,Drug Violations,Personal Income,Personal Income Per Capita,GINI Coefficient
Humphreys,2007,"18,258","9,060","8,539",521,8,189,487165,26918,0.394
Humphreys,2008,"18,149","9,027","8,262",765,18,110,517593,28349,
Humphreys,2009,"18,274","9,026","7,883","1,143",10,172,530558,29118,
Humphreys,2010,"18,538","9,219","8,227",992,8,139,525999,28784,
Jackson,2001,"11,116","5,028","4,730",298,7,19,206688,18735,0.486076299
Jackson,2002,"11,092","5,077","4,722",355,4,30,231984,20869,
Jackson,2003,"11,079","5,210","4,789",421,9,74,248671,22419,
Jackson,2004,"11,069","5,219","4,861",358,5,109,265036,23922,
Jackson,2005,"10,979","5,224","4,774",450,11,77,268236,24233,
Jackson,2006,"10,841","5,048","4,702",346,10,116,273886,24946,
Jackson,2007,"10,850","4,927","4,577",350,3,37,279267,25760,0.484
Jackson,2008,"10,847","4,983","4,552",431,6,68,292508,26959,
Jackson,2009,"10,875","5,004","4,323",681,3,52,293501,26843,
Jackson,2010,"11,638","4,956","4,389",567,5,44,290743,26735,
Jefferson,2001,"45,166","22,550","21,332","1,218",31,203,954031,21400,0.44953043
Jefferson,2002,"45,737","22,898","21,428","1,470",44,245,1040052,23027,
Jefferson,2003,"46,702","22,981","21,544","1,437",46,243,1049853,22954,
Jefferson,2004,"47,274","23,404","21,948","1,456",58,285,1090346,23347,
Jefferson,2005,"47,889","23,809","22,398","1,411",36,180,1130692,23918,
Jefferson,2006,"49,229","24,303","22,911","1,392",39,260,1176680,24571,
Jefferson,2007,"50,419","24,174","22,889","1,285",46,287,1249500,25381,0.448
Jefferson,2008,"51,074","24,630","22,875","1,755",54,259,1335776,26494,
Jefferson,2009,"51,722","24,284","21,237","3,047",48,326,1406560,27406,
Jefferson,2010,"51,407","24,332","21,404","2,928",45,329,1394693,26965,
Johnson,2001,"17,671","6,785","6,244",541,23,38,271405,15494,0.501338222
Johnson,2002,"17,720","6,932","6,338",594,22,31,279131,15796,
Johnson,2003,"17,893","6,949","6,342",607,15,37,297236,16774,
Johnson,2004,"17,917","6,933","6,386",547,14,31,303992,16989,
Johnson,2005,"18,031","7,032","6,454",578,15,24,323708,18067,
Johnson,2006,"17,922","7,274","6,793",481,22,26,327472,18162,
Johnson,2007,"18,074","7,315","6,889",426,18,50,346998,19362,0.44
Johnson,2008,"18,112","7,281","6,650",631,21,26,379924,21020,
Johnson,2009,"18,006","7,456","6,504",952,12,32,393433,21781,
Johnson,2010,"18,244","7,332","6,356",976,32,60,404399,22459,
Knox,2001,"387,819","205,871","198,949","6,922",832,"1,549",11199955,29238,0.479137858
Knox,2002,"392,935","209,589","201,891","7,698",890,"1,719",11614095,29947,
Knox,2003,"399,091","211,775","203,375","8,400",803,"1,830",11853317,30166,
Knox,2004,"403,432","213,958","205,466","8,492",853,"2,226",12193519,30553,
Knox,2005,"409,530","216,490","207,369","9,121",801,"2,550",12865555,31890,
Knox,2006,"417,230","222,137","213,369","8,768",987,"2,857",13451063,32845,
Knox,2007,"424,716","226,513","218,457","8,056","1,020","2,903",14467656,34675,0.476
Knox,2008,"430,019","230,276","218,781","11,495","1,110","2,767",15176070,35732,
Knox,2009,"435,725","230,306","211,798","18,508","1,050","2,664",15718487,36464,
Knox,2010,"432,226","232,390","214,797","17,593",906,"2,477",15371687,35278,
Lake,2001,"7,955","2,580","2,408",172,3,25,105869,13334,0.444177134
Lake,2002,"7,882","2,725","2,537",188,13,33,108194,13601,
Lake,2003,"7,829","2,755","2,556",199,1,28,107959,13697,
Lake,2004,"7,616","2,616","2,438",178,6,26,117346,14989,
Lake,2005,"7,511","2,601","2,387",214,5,33,125301,16452,
Lake,2006,"7,454","2,682","2,496",186,10,45,130893,17427,
Lake,2007,"7,412","2,684","2,521",163,8,20,132671,17799,0.452
Lake,2008,"7,323","2,675","2,470",205,3,38,141385,19075,
Lake,2009,"7,303","2,661","2,369",292,8,31,147145,20052,
Lake,2010,"7,832","2,735","2,443",292,0,17,147157,20150,
Lauderdale,2001,"27,166","11,038","10,151",887,47,100,478728,17690,0.456056109
Lauderdale,2002,"27,075","10,567","9,682",885,54,73,492168,18117,
Lauderdale,2003,"26,907","10,424","9,298","1,126",49,63,479483,17709,
Lauderdale,2004,"26,637","9,988","8,989",999,54,65,507747,18870,
Lauderdale,2005,"26,587","9,722","8,872",850,100,88,509246,19118,
Lauderdale,2006,"26,582","9,983","9,182",801,84,127,530469,19952,
Lauderdale,2007,"26,599","10,342","9,633",709,91,95,552969,20802,0.452
Lauderdale,2008,"26,692","10,358","9,070","1,288",90,91,579765,21796,
Lauderdale,2009,"26,471","10,404","8,461","1,943",48,96,604852,22737,
Lauderdale,2010,"27,815","9,965","8,397","1,568",75,63,604167,22824,
Lawrence,2001,"39,993","18,680","16,907","1,773",43,183,819702,20513,0.464397599
Lawrence,2002,"40,492","18,528","16,897","1,631",63,466,847219,21184,
Lawrence,2003,"40,464","18,730","16,977","1,753",85,606,868607,21451,
Lawrence,2004,"40,484","18,064","16,476","1,588",65,460,918239,22693,
Lawrence,2005,"40,641","17,502","15,737","1,765",68,515,924361,22833,
Lawrence,2006,"40,595","17,018","15,096","1,922",55,400,935105,23009,
Lawrence,2007,"40,884","16,549","15,155","1,394",67,416,936797,23077,0.428
Lawrence,2008,"40,954","16,633","15,001","1,632",52,377,970365,23735,
Lawrence,2009,"41,314","16,857","14,275","2,582",54,373,1023453,24926,
Lawrence,2010,"41,869","16,542","14,167","2,375",34,432,1028617,24898,
Lewis,2001,"11,393","5,290","4,931",359,7,51,201841,17747,0.435947726
Lewis,2002,"11,393","5,334","4,950",384,16,85,211022,18522,
Lewis,2003,"11,398","5,377","4,938",439,5,72,213374,18729,
Lewis,2004,"11,372","5,239","4,870",369,9,70,222109,19487,
Lewis,2005,"11,333","5,179","4,688",491,18,43,232544,20449,
Lewis,2006,"11,436","5,263","4,884",379,8,60,241509,21310,
Lewis,2007,"11,528","5,371","4,965",406,12,46,251329,21977,0.458
Lewis,2008,"11,564","5,465","4,915",550,10,35,263096,22822,
Lewis,2009,"11,521","5,572","4,702",870,17,56,275280,23917,
Lewis,2010,"12,161","5,481","4,676",805,15,120,273186,23712,
Lincoln,2001,"31,564","15,884","15,177",707,41,124,682252,21731,0.480084072
Lincoln,2002,"31,616","16,092","15,356",736,39,116,708914,22460,
Lincoln,2003,"31,746","16,025","15,171",854,39,90,727268,23003,
Lincoln,2004,"31,765","15,996","15,153",843,60,134,757228,23853,
Lincoln,2005,"32,121","16,612","15,821",791,48,115,791441,24916,
Lincoln,2006,"32,434","17,137","16,416",721,47,113,847456,26383,
Lincoln,2007,"32,733","17,278","16,637",641,48,162,883513,27240,0.45
Lincoln,2008,"33,116","17,221","16,370",851,48,183,937988,28656,
Lincoln,2009,"33,374","17,094","15,875","1,219",43,150,985231,29715,
Lincoln,2010,"33,361","17,347","16,219","1,128",45,106,992065,29726,
Loudon,2001,"39,965","20,188","19,326",862,30,236,1004193,25608,0.434276489
Loudon,2002,"40,741","20,806","19,786","1,020",46,227,1041380,26057,
Loudon,2003,"41,406","21,093","20,067","1,026",36,224,1099569,26989,
Loudon,2004,"42,139","21,385","20,413",972,37,257,1169254,28239,
Loudon,2005,"43,228","21,930","20,906","1,024",39,215,1269781,30133,
Loudon,2006,"44,363","22,726","21,720","1,006",33,192,1343117,31071,
Loudon,2007,"45,346","22,971","22,041",930,39,234,1447443,32627,0.452
Loudon,2008,"46,445","23,572","22,236","1,336",37,234,1574280,34717,
Loudon,2009,"46,725","23,647","21,372","2,275",42,222,1662387,35970,
Loudon,2010,"48,556","23,640","21,674","1,966",39,234,1630140,34888,
Macon,2001,"20,811","10,480","9,875",605,19,73,431483,21106,0.448654733
Macon,2002,"20,771","10,223","9,648",575,23,58,438922,21091,
Macon,2003,"20,897","10,434","9,700",734,12,82,442573,21307,
Macon,2004,"21,131","10,416","9,841",575,9,82,456700,21855,
Macon,2005,"21,236","10,587","9,982",605,12,101,498981,23614,
Macon,2006,"21,544","10,909","10,161",748,6,72,526383,24787,
Macon,2007,"21,695","10,430","9,781",649,12,94,540688,25097,0.439
Macon,2008,"21,838","10,642","9,754",888,14,87,568470,26203,
Macon,2009,"22,057","10,622","9,325","1,297",21,64,583033,26493,
Macon,2010,"22,248","10,552","9,497","1,055",14,80,564826,25608,
Madison,2001,"92,972","46,054","43,695","2,359",388,671,2393785,26016,0.480926098
Madison,2002,"93,483","45,790","43,058","2,732",336,672,2415165,25977,
Madison,2003,"93,710","46,231","43,449","2,782",296,562,2514665,26900,
Madison,2004,"94,208","46,380","43,780","2,600",374,570,2622166,27982,
Madison,2005,"94,893","47,000","44,372","2,628",444,641,2746313,29152,
Madison,2006,"96,182","48,022","45,429","2,593",531,715,2853079,30066,
Madison,2007,"96,616","48,352","45,868","2,484",533,547,2974594,30927,0.465
Madison,2008,"96,376","48,695","45,408","3,287",529,636,3141853,32519,
Madison,2009,"97,317","48,358","43,249","5,109",443,844,3270232,33810,
Madison,2010,"98,294","48,373","43,535","4,838",351,673,3213652,33023,
Marion,2001,"27,822","13,055","12,360",695,63,136,608037,21899,0.454827928
Marion,2002,"27,806","12,988","12,159",829,62,177,619954,22283,
Marion,2003,"27,930","12,842","12,093",749,50,154,622006,22369,
Marion,2004,"27,737","12,822","12,010",812,23,142,639059,22881,
Marion,2005,"27,699","12,884","12,088",796,33,103,685872,24728,
Marion,2006,"27,934","13,170","12,415",755,30,131,727372,26260,
Marion,2007,"28,019","12,980","12,183",797,31,140,781445,27975,0.465
Marion,2008,"28,247","13,044","12,043","1,001",24,154,816409,29138,
Marion,2009,"28,068","12,701","11,149","1,552",55,111,843610,30045,
Marion,2010,"28,237","12,637","11,305","1,332",36,123,834045,29715,
Marshall,2001,"27,132","13,862","13,124",738,38,75,655356,24381,0.461441617
Marshall,2002,"27,291","13,944","13,196",748,29,121,672096,24771,
Marshall,2003,"27,427","13,243","11,924","1,319",28,72,694107,25434,
Marshall,2004,"27,776","12,778","11,870",908,16,90,680716,24819,
Marshall,2005,"28,093","12,541","11,729",812,40,57,698336,25142,
Marshall,2006,"28,716","12,716","11,908",808,34,67,708875,25233,
Marshall,2007,"29,382","12,905","11,895","1,010",38,86,728687,25376,0.485
Marshall,2008,"29,731","12,598","11,431","1,167",36,98,757993,25798,
Marshall,2009,"30,279","12,496","10,336","2,160",14,60,791040,26355,
Marshall,2010,"30,617","12,353","10,324","2,029",12,51,766039,25299,
Maury,2001,"70,161","36,639","35,093","1,546",196,398,1844723,26469,0.448822683
Maury,2002,"71,265","36,708","34,923","1,785",165,368,1858261,26486,
Maury,2003,"72,754","36,687","34,422","2,265",203,587,1965714,27583,
Maury,2004,"74,235","36,108","34,126","1,982",186,662,2095985,28809,
Maury,2005,"75,639","36,113","33,938","2,175",235,637,2096476,28241,
Maury,2006,"77,860","36,650","34,638","2,012",207,761,2123827,28078,
Maury,2007,"80,420","36,454","33,495","2,959",263,962,2254733,28959,0.443
Maury,2008,"81,938","37,593","34,535","3,058",251,851,2309635,28720,
Maury,2009,"84,302","37,347","32,238","5,109",265,"1,057",2446576,29574,
Maury,2010,"80,956","36,061","30,866","5,195",196,858,2395430,28415,
McMinn,2001,"49,786","23,393","21,768","1,625",132,288,1025005,20846,0.408647816
McMinn,2002,"50,052","23,479","21,685","1,794",139,329,1066755,21427,
McMinn,2003,"50,278","23,951","22,155","1,796",96,409,1090675,21791,
McMinn,2004,"50,498","23,737","22,162","1,575",97,336,1150182,22876,
McMinn,2005,"51,092","24,075","22,606","1,469",155,363,1200669,23777,
McMinn,2006,"51,753","24,787","23,374","1,413",125,446,1269324,24844,
McMinn,2007,"52,115","24,569","23,156","1,413",120,413,1330700,25713,0.413
McMinn,2008,"52,511","24,043","21,939","2,104",110,447,1403970,26940,
McMinn,2009,"52,739","23,533","20,261","3,272",104,634,1420513,27019,
McMinn,2010,"52,266","23,198","20,312","2,886",84,440,1412744,26787,
McNairy,2001,"24,587","11,995","11,279",716,10,71,530799,21492,0.414372206
McNairy,2002,"24,581","12,129","11,338",791,13,40,541370,22019,
McNairy,2003,"24,726","12,200","11,352",848,39,130,551288,22427,
McNairy,2004,"24,834","12,244","11,499",745,57,192,570498,23073,
McNairy,2005,"25,038","12,353","11,611",742,34,152,591086,23801,
McNairy,2006,"25,318","12,324","11,568",756,35,187,614642,24548,
McNairy,2007,"25,398","12,255","11,491",764,20,79,632519,24983,0.408
McNairy,2008,"25,724","11,526","10,478","1,048",15,48,660019,25987,
McNairy,2009,"25,796","11,067","9,529","1,538",30,40,677001,26414,
McNairy,2010,"26,075","10,969","9,627","1,342",20,114,671656,26037,
Meigs,2001,"11,227","4,827","4,500",327,1,7,201296,18099,0.435503742
Meigs,2002,"11,249","4,840","4,452",388,0,12,218036,19421,
Meigs,2003,"11,243","4,820","4,434",386,7,43,232482,20667,
Meigs,2004,"11,381","4,824","4,468",356,15,56,246561,21930,
Meigs,2005,"11,426","4,811","4,460",351,13,36,259875,22834,
Meigs,2006,"11,565","4,886","4,552",334,13,48,270740,23695,
Meigs,2007,"11,704","4,865","4,549",316,21,73,285540,24690,0.46
Meigs,2008,"11,790","4,970","4,528",442,10,41,299603,25598,
Meigs,2009,"12,108","5,131","4,388",743,28,94,304684,25537,
Meigs,2010,"11,753","5,171","4,513",658,11,93,307586,25404,
Monroe,2001,"39,567","17,416","16,145","1,271",79,124,687457,17549,0.434751172
Monroe,2002,"40,234","17,346","15,949","1,397",81,127,735229,18582,
Monroe,2003,"40,873","17,732","16,330","1,402",94,174,767710,19081,
Monroe,2004,"41,871","18,098","16,918","1,180",87,234,831371,20340,
Monroe,2005,"42,877","18,703","17,564","1,139",78,280,910937,21756,
Monroe,2006,"43,820","19,548","18,421","1,127",51,225,967672,22569,
Monroe,2007,"44,815","19,368","18,188","1,180",41,244,1027520,23449,0.419
Monroe,2008,"45,648","18,968","17,082","1,886",53,218,1083220,24171,
Monroe,2009,"45,830","18,749","15,488","3,261",46,167,1101028,24108,
Monroe,2010,"44,519","18,417","15,883","2,534",47,120,1080059,23567,
Montgomery,2001,"135,712","59,957","57,259","2,698",175,539,3329246,24620,0.396255904
Montgomery,2002,"136,811","60,880","57,704","3,176",214,623,3419143,25194,
Montgomery,2003,"138,915","62,354","59,186","3,168",283,732,3583838,26196,
Montgomery,2004,"141,464","64,226","61,137","3,089",312,730,3904431,28107,
Montgomery,2005,"147,789","66,003","62,733","3,270",401,914,4145134,29302,
Montgomery,2006,"148,333","68,941","65,696","3,245",489,"1,031",4770261,32278,
Montgomery,2007,"154,860","67,933","64,602","3,331",509,"1,125",5269410,35524,0.402
Montgomery,2008,"154,756","68,037","63,752","4,285",558,867,5636488,36397,
Montgomery,2009,"160,978","69,315","63,192","6,123",446,918,6190129,39809,
Montgomery,2010,"172,331","71,488","64,976","6,512",422,"1,020",6294899,39104,
Moore,2001,"5,789","2,999","2,887",112,3,30,118455,20547,0.448539947
Moore,2002,"5,911","3,093","2,982",111,5,15,126640,21876,
Moore,2003,"5,857","3,132","3,012",120,1,27,128625,21760,
Moore,2004,"5,923","3,148","3,009",139,5,16,137903,23545,
Moore,2005,"5,982","3,127","2,982",145,2,5,148211,25023,
Moore,2006,"5,985","3,130","2,982",148,0,8,157911,26398,
Moore,2007,"6,043","3,151","3,015",136,3,5,165820,27706,0.492
Moore,2008,"6,195","3,167","2,990",177,0,6,177633,29395,
Moore,2009,"6,096","3,050","2,762",288,3,22,189526,30999,
Moore,2010,"6,362","3,079","2,783",296,3,16,192109,31514,
Morgan,2001,"19,964","7,743","7,259",484,4,47,342299,17310,0.407237647
Morgan,2002,"19,994","8,135","7,363",772,8,46,376500,18859,
Morgan,2003,"20,063","8,099","7,433",666,14,55,376010,18806,
Morgan,2004,"20,020","8,141","7,510",631,10,25,381330,19007,
Morgan,2005,"19,275","8,223","7,605",618,6,35,396282,19794,
Morgan,2006,"19,306","8,337","7,780",557,4,29,424714,22034,
Morgan,2007,"19,585","8,380","7,876",504,8,51,445708,23087,0.447
Morgan,2008,"20,404","8,570","7,917",653,2,70,469424,23969,
Morgan,2009,"18,738","8,808","7,817",991,10,27,488053,24941,
Morgan,2010,"21,987","8,837","7,894",943,4,58,485851,25929,
Obion,2001,"32,300","16,571","15,795",776,75,108,806828,24835,0.449296625
Obion,2002,"32,229","16,734","15,890",844,73,101,818729,25348,
Obion,2003,"32,155","16,260","15,099","1,161",41,131,805844,25004,
Obion,2004,"32,090","15,780","14,759","1,021",34,105,833896,25934,
Obion,2005,"31,860","15,558","14,619",939,43,84,865313,26965,
Obion,2006,"31,618","15,768","14,889",879,45,133,911755,28618,
Obion,2007,"31,575","15,526","14,630",896,38,171,896344,28349,0.427
Obion,2008,"31,375","15,608","14,510","1,098",40,153,959663,30393,
Obion,2009,"31,431","15,194","13,641","1,553",35,116,1017716,32242,
Obion,2010,"31,807","15,119","13,651","1,468",32,98,1036211,32968,
Overton,2001,"20,181","9,559","8,952",607,17,114,371833,18434,0.435909853
Overton,2002,"20,210","9,565","8,947",618,11,82,396167,19631,
Overton,2003,"20,060","9,654","9,036",618,14,73,405014,20040,
Overton,2004,"20,358","9,896","9,336",560,2,51,421671,21020,
Overton,2005,"20,440","9,830","9,257",573,13,59,433901,21314,
Overton,2006,"20,718","10,014","9,343",671,14,85,452989,22162,
Overton,2007,"20,943","10,060","9,305",755,20,119,469402,22657,0.436
Overton,2008,"20,975","10,118","9,208",910,8,100,498739,23814,
Overton,2009,"21,060","10,098","8,757","1,341",12,127,524384,25065,
Overton,2010,"22,083","9,945","8,892","1,053",15,149,522519,24811,
Perry,2001,"7,497","3,366","3,124",242,5,7,164850,21586,0.51986923
Perry,2002,"7,543","3,212","2,977",235,4,8,166145,22162,
Perry,2003,"7,620","3,198","2,975",223,11,18,161549,21417,
Perry,2004,"7,594","3,191","2,976",215,6,18,170928,22431,
Perry,2005,"7,587","3,297","3,059",238,4,11,184683,24320,
Perry,2006,"7,607","3,288","3,069",219,4,16,193227,25468,
Perry,2007,"7,678","3,118","2,870",248,5,48,197830,26006,0.417
Perry,2008,"7,753","2,981","2,503",478,1,11,206708,26922,
Perry,2009,"7,826","2,826","2,179",647,2,11,206825,26605,
Perry,2010,"7,915","2,680","2,254",426,3,28,203719,26031,
Pickett,2001,"4,961","2,149","1,954",195,0,16,87721,17793,0.463471509
Pickett,2002,"5,019","2,064","1,865",199,0,8,88178,17774,
Pickett,2003,"4,916","2,016","1,837",179,1,2,87965,17526,
Pickett,2004,"4,836","1,934","1,765",169,0,6,91374,18587,
Pickett,2005,"4,811","1,862","1,703",159,1,7,99830,20643,
Pickett,2006,"4,803","1,889","1,730",159,0,2,103928,21602,
Pickett,2007,"4,791","1,913","1,752",161,0,1,106706,22217,0.491
Pickett,2008,"4,801","1,894","1,690",204,0,0,115053,24014,
Pickett,2009,"4,783","1,820","1,548",272,1,0,120964,25055,
Pickett,2010,"5,077","1,851","1,587",264,0,14,120230,25137,
Polk,2001,"16,218","7,403","7,036",367,3,101,329904,20486,0.450591387
Polk,2002,"16,007","7,307","6,875",432,6,99,344231,21225,
Polk,2003,"15,967","7,359","6,907",452,16,161,342330,21386,
Polk,2004,"15,777","7,290","6,874",416,18,209,349605,21895,
Polk,2005,"15,749","7,312","6,878",434,14,145,373598,23680,
Polk,2006,"15,780","7,373","6,958",415,9,179,388484,24667,
Polk,2007,"15,726","7,051","6,682",369,20,246,397493,25190,0.429
Polk,2008,"15,671","7,042","6,474",568,23,189,429227,27294,
Polk,2009,"15,648","7,076","6,190",886,33,201,439725,27884,
Polk,2010,"16,825","7,072","6,252",820,15,166,429825,27468,
Putnam,2001,"63,227","31,702","30,191","1,511",59,383,1454283,23267,0.466456635
Putnam,2002,"64,205","32,347","30,571","1,776",46,275,1492164,23600,
Putnam,2003,"65,036","33,078","31,413","1,665",52,373,1540118,23988,
Putnam,2004,"66,037","34,008","32,445","1,563",64,397,1614681,24827,
Putnam,2005,"67,124","34,155","32,439","1,716",46,272,1699926,25742,
Putnam,2006,"68,834","35,248","33,231","2,017",65,360,1771475,26391,
Putnam,2007,"69,933","35,164","33,505","1,659",80,360,1871221,27185,0.475
Putnam,2008,"71,160","36,077","33,746","2,331",52,397,2026181,28973,
Putnam,2009,"72,431","36,004","32,533","3,471",51,379,2133184,29890,
Putnam,2010,"72,321","36,299","33,034","3,265",84,407,2153993,29739,
Rhea,2001,"28,578","12,856","12,124",732,20,155,569504,20028,0.449608202
Rhea,2002,"28,829","12,882","12,129",753,11,121,569965,19944,
Rhea,2003,"29,178","13,154","12,361",793,16,167,603890,20947,
Rhea,2004,"29,358","13,320","12,466",854,14,133,637916,21863,
Rhea,2005,"29,764","13,312","12,410",902,18,164,661254,22524,
Rhea,2006,"30,249","13,283","12,448",835,11,155,678864,22808,
Rhea,2007,"30,565","13,000","12,215",785,11,204,720254,23811,0.435
Rhea,2008,"30,781","13,451","12,376","1,075",14,232,773219,25298,
Rhea,2009,"31,516","13,460","11,651","1,809",22,237,793755,25548,
Rhea,2010,"31,809","13,279","11,601","1,678",21,248,795098,25228,
Roane,2001,"52,044","24,987","23,798","1,189",59,362,1178566,22691,0.465240701
Roane,2002,"52,094","25,405","24,009","1,396",58,430,1189657,22859,
Roane,2003,"52,404","25,534","24,128","1,406",79,386,1252805,24049,
Roane,2004,"52,624","25,203","23,738","1,465",67,526,1315164,25097,
Roane,2005,"52,556","25,918","24,404","1,514",74,482,1402651,26654,
Roane,2006,"53,084","26,758","25,313","1,445",63,295,1484501,28246,
Roane,2007,"53,309","26,691","25,467","1,224",60,278,1567646,29531,0.439
Roane,2008,"53,430","27,249","25,642","1,607",30,341,1671069,31347,
Roane,2009,"53,508","27,476","24,986","2,490",32,257,1757379,32865,
Roane,2010,"54,181","27,738","25,515","2,223",35,295,1766578,33015,
Robertson,2001,"55,962","30,055","28,748","1,307",114,290,1420361,25905,0.40279726
Robertson,2002,"56,954","30,219","28,694","1,525",112,239,1433871,25622,
Robertson,2003,"57,874","30,700","29,102","1,598",77,275,1470711,25823,
Robertson,2004,"58,871","31,091","29,580","1,511",105,246,1550170,26785,
Robertson,2005,"60,019","31,878","30,326","1,552",136,257,1676512,28478,
Robertson,2006,"61,928","33,008","31,537","1,471",118,234,1786299,29762,
Robertson,2007,"63,652","32,636","31,154","1,482",142,263,1901610,30707,0.404
Robertson,2008,"64,898","33,498","31,433","2,065",170,286,1998939,31404,
Robertson,2009,"66,581","33,969","30,521","3,448",159,264,2127176,32514,
Robertson,2010,"66,283","34,045","31,083","2,962",125,233,2035369,30570,
Rutherford,2001,"189,690","105,185","101,212","3,973",262,"1,299",4969423,27070,0.391147322
Rutherford,2002,"196,074","106,733","102,247","4,486",232,"1,171",5025532,26493,
Rutherford,2003,"202,672","110,210","105,345","4,865",251,"1,503",5226102,26654,
Rutherford,2004,"210,774","113,982","109,238","4,744",260,"1,505",5593296,27598,
Rutherford,2005,"219,976","119,257","114,275","4,982",335,"1,643",6042873,28670,
Rutherford,2006,"231,510","126,041","120,954","5,087",404,"1,540",6525057,29663,
Rutherford,2007,"242,005","128,778","123,802","4,976",368,"1,734",7035126,30388,0.405
Rutherford,2008,"249,270","133,581","125,837","7,744",385,"1,145",7572255,31290,
Rutherford,2009,"257,048","135,844","122,816","13,028",417,"1,415",7904371,31571,
Rutherford,2010,"262,604","136,961","125,078","11,883",415,"1,408",7810675,30386,
Scott,2001,"21,450","8,805","8,196",609,34,157,357690,16895,0.477897112
Scott,2002,"21,532","8,537","7,615",922,38,191,377314,17590,
Scott,2003,"21,460","8,465","7,634",831,40,219,382397,17759,
Scott,2004,"21,546","8,412","7,790",622,24,212,388954,18125,
Scott,2005,"21,681","8,545","7,953",592,43,163,417116,19359,
Scott,2006,"21,820","8,747","8,159",588,49,165,432488,19948,
Scott,2007,"21,948","8,659","8,027",632,39,154,439040,20121,0.429
Scott,2008,"22,039","8,541","7,553",988,32,221,473220,21561,
Scott,2009,"21,866","8,511","6,959","1,552",34,234,482209,21975,
Scott,2010,"22,228","8,302","6,735","1,567",35,173,488505,22341,
Sequatchie,2001,"11,540","5,397","5,133",264,30,52,222942,19508,0.466338132
Sequatchie,2002,"11,772","5,442","5,167",275,19,46,241456,20923,
Sequatchie,2003,"12,044","5,529","5,238",291,8,63,242866,20631,
Sequatchie,2004,"12,362","5,657","5,350",307,12,14,257998,21421,
Sequatchie,2005,"12,710","5,866","5,531",335,6,46,286022,23137,
Sequatchie,2006,"13,125","6,057","5,782",275,3,32,310647,24441,
Sequatchie,2007,"13,464","6,100","5,793",307,10,40,344272,26230,0.441
Sequatchie,2008,"13,580","6,271","5,794",477,18,63,366658,27232,
Sequatchie,2009,"13,915","6,306","5,532",774,15,117,393018,28746,
Sequatchie,2010,"14,112","6,269","5,609",660,20,74,397226,28547,
Sevier,2001,"73,218","40,126","37,886","2,240",54,385,1647280,22974,0.435989666
Sevier,2002,"74,398","40,950","38,518","2,432",66,373,1767482,24140,
Sevier,2003,"75,636","42,936","40,365","2,571",68,392,1952253,26241,
Sevier,2004,"77,311","44,128","41,368","2,760",59,419,2038782,26955,
Sevier,2005,"79,607","45,540","42,782","2,758",64,358,2165338,28008,
Sevier,2006,"82,075","47,161","44,578","2,583",73,359,2343120,29434,
Sevier,2007,"83,952","47,691","45,232","2,459",86,431,2535060,30887,0.423
Sevier,2008,"84,835","48,498","45,064","3,434",115,546,2672538,31834,
Sevier,2009,"86,243","48,727","43,473","5,254",105,497,2755231,32277,
Sevier,2010,"89,889","49,191","44,143","5,048",119,495,2755417,31949,
Shelby,2001,"899,543","438,823","419,189","19,634","7,105","4,687",27941148,31105,0.476438791
Shelby,2002,"902,605","434,196","410,834","23,362","7,238","4,393",29824183,33155,
Shelby,2003,"906,280","436,201","409,967","26,234","6,906","5,145",30688100,33999,
Shelby,2004,"908,922","430,456","404,197","26,259","6,538","5,626",31504263,34762,
Shelby,2005,"912,418","434,479","407,357","27,122","7,951","6,488",33095510,36412,
Shelby,2006,"919,179","440,687","415,365","25,322","7,920","6,827",34129205,37405,
Shelby,2007,"919,964","440,701","417,497","23,204","7,654","7,514",36103204,39278,0.498
Shelby,2008,"906,825","440,238","409,742","30,496","7,598","6,505",37635149,40909,
Shelby,2009,"920,232","438,004","394,017","43,987","7,081","6,655",38250620,41616,
Shelby,2010,"927,644","432,370","389,076","43,294","5,938","6,928",37312756,40547,
Smith,2001,"17,962","8,914","8,469",445,16,32,396946,22310,0.435610363
Smith,2002,"18,096","8,833","8,379",454,19,26,411802,22926,
Smith,2003,"18,208","9,171","8,414",757,28,40,407366,22511,
Smith,2004,"18,263","9,065","8,451",614,21,37,425282,23357,
Smith,2005,"18,466","9,163","8,610",553,20,77,452549,24780,
Smith,2006,"18,663","9,280","8,742",538,12,46,477363,25851,
Smith,2007,"18,857","9,024","8,522",502,21,77,499053,26740,0.453
Smith,2008,"19,107","9,265","8,508",757,20,99,535164,28380,
Smith,2009,"19,201","9,353","8,091","1,262",16,65,558299,29184,
Smith,2010,"19,166","9,199","8,240",959,11,61,519675,27065,
Stewart,2001,"12,555","5,606","5,297",309,7,31,241624,19412,0.422104369
Stewart,2002,"12,679","5,744","5,371",373,4,11,255782,20373,
Stewart,2003,"12,717","5,833","5,435",398,7,18,260068,20512,
Stewart,2004,"12,669","5,885","5,490",395,3,27,274523,21587,
Stewart,2005,"12,870","5,942","5,502",440,14,33,287096,22661,
Stewart,2006,"12,886","6,256","5,778",478,9,25,313239,24339,
Stewart,2007,"13,037","5,819","5,449",370,6,40,329195,25547,0.432
Stewart,2008,"13,226","5,931","5,424",507,11,41,350862,26913,
Stewart,2009,"13,340","5,912","5,213",699,15,41,370371,27938,
Stewart,2010,"13,324","6,077","5,360",717,9,27,377466,28296,
